#MetaNetX/TSV/chemicals.tsv 1.1
#ID    name    source    formula    mass    charge    xrefs
BIOMASS	Biomass	BIOMASS@c				mnx:BIOMASS
M_13dpg	3-Phospho-D-glyceroyl phosphate	M_13dpg_c	C3H4O10P2		-4	CHEBI:11881;CHEBI:16001;CHEBI:1658;CHEBI:20189;CHEBI:57604;biggM:13dpg;hmdb:HMDB62758;keggC:C00236;metacycM:DPG;mnx:MNXM261;reactomeM:29800;sabiork:21215;seedM:cpd00203
M_2pg	D-Glycerate 2-phosphate	M_2pg_c	C3H4O7P		-3	CHEBI:11651;CHEBI:1267;CHEBI:12986;CHEBI:17835;CHEBI:21028;CHEBI:24344;CHEBI:39868;CHEBI:58289;CHEBI:88350;biggM:2pg;hmdb:HMDB00362;hmdb:HMDB03391;hmdb:HMDB62707;keggC:C00631;metacycM:2-PG;mnx:MNXM275;reactomeM:30485;sabiork:31;seedM:cpd00482
M_3pg	3-Phospho-D-glycerate	M_3pg_c	C3H4O7P		-3	CHEBI:11879;CHEBI:11880;CHEBI:12987;CHEBI:1657;CHEBI:17794;CHEBI:21029;CHEBI:58272;biggM:3pg;hmdb:HMDB60180;keggC:C00197;metacycM:G3P;mnx:MNXM126;reactomeM:29728;reactomeM:6799493;sabiork:21216;seedM:cpd00169
M_6pgc	6-Phospho-D-gluconate	M_6pgc_c	C6H10O10P		-3	CHEBI:12232;CHEBI:16863;CHEBI:2231;CHEBI:33851;CHEBI:40282;CHEBI:48928;CHEBI:58759;biggM:6pgc;hmdb:HMDB01316;hmdb:HMDB62800;keggC:C00345;metacycM:CPD-2961;mnx:MNXM325;reactomeM:29996;sabiork:2024;sabiork:22801;seedM:cpd00284
M_6pgl	6-phospho-D-glucono-1,5-lactone	M_6pgl_c	C6H9O9P		-2	CHEBI:12233;CHEBI:12958;CHEBI:16938;CHEBI:20989;CHEBI:4160;CHEBI:57955;biggM:6pgl;hmdb:HMDB01127;hmdb:HMDB62628;keggC:C01236;metacycM:D-6-P-GLUCONO-DELTA-LACTONE;mnx:MNXM429;reactomeM:31467;sabiork:1366;seedM:cpd00911
M_ac	Acetate	M_ac_c;M_ac_e	C2H3O2		-1	CHEBI:13704;CHEBI:15366;CHEBI:22165;CHEBI:22169;CHEBI:2387;CHEBI:30089;CHEBI:40480;CHEBI:40486;SLM:000000449;biggM:ac;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/b545cabc-8c9e-4b20-8848-efa015b481ea;envipathM:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/d45256fe-61fa-4f5b-bb16-91a3d615e3d8;envipathM:5882df9c-dae1-4d80-a40e-db4724271456/compound/5e4989fc-13d3-45d4-ad57-3be380a9d3c0;envipathM:5882df9c-dae1-4d80-a40e-db4724271456/compound/9e26dcbe-4db9-46a0-8614-9f03545032d2;envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/3e2d750f-df31-4445-9255-163c627e9b4a;envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/a8f0be58-24e8-441b-8d81-a516a0ead4b3;hmdb:HMDB00042;keggC:C00033;keggD:D00010;lipidmapsM:LMFA01010002;metacycM:ACET;mnx:MNXM26;reactomeM:113539;reactomeM:1524044;reactomeM:2022890;reactomeM:29416;reactomeM:390305;sabiork:1278;seedM:cpd00029
M_acald	Acetaldehyde	M_acald_c;M_acald_e	C2H4O		0	CHEBI:13703;CHEBI:15343;CHEBI:22158;CHEBI:2383;CHEBI:40533;biggM:acald;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/78f3645f-408e-4001-9dda-a52ea62a15d4;envipathM:4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/9c8865b2-a99d-42e4-a042-c88504f04b51;envipathM:5882df9c-dae1-4d80-a40e-db4724271456/compound/47aa8e53-36ae-4be3-987c-c1cfab66af78;envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/ee2c714d-ff9d-4df8-b343-48c1ec76ef0e;hmdb:HMDB00990;keggC:C00084;metacycM:ACETALD;mnx:MNXM75;reactomeM:113532;reactomeM:113681;reactomeM:113745;reactomeM:29510;sabiork:1292;seedM:cpd00071
M_accoa	Acetyl-CoA	M_accoa_c	C23H34N7O17P3S		-4	CHEBI:13712;CHEBI:15351;CHEBI:22192;CHEBI:2408;CHEBI:40470;CHEBI:57288;SLM:000000297;biggM:accoa;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/57bd5e24-9d14-4b91-bc60-64c8ea6c2d11;hmdb:HMDB01206;keggC:C00024;lipidmapsM:LMFA07050029;lipidmapsM:LMFA07050281;metacycM:ACETYL-COA;mnx:MNXM21;reactomeM:113559;reactomeM:113560;reactomeM:353123;reactomeM:727753;reactomeM:76183;sabiork:1276;seedM:cpd00022
M_acon_C	Cis-Aconitate	M_acon_C_c	C6H3O6		-3	CHEBI:10482;CHEBI:12798;CHEBI:16383;CHEBI:23306;CHEBI:23308;CHEBI:32805;biggM:acon_C;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/643481e5-a35b-477e-8665-70f4dca66baa;hmdb:HMDB00072;hmdb:HMDB00461;keggC:C00417;metacycM:CIS-ACONITATE;mnx:MNXM813;sabiork:2043;seedM:cpd00331
