#MetaNetX/TSV/chemicals.tsv 1.1
#ID    name    source    formula    mass    charge    xrefs
BIOMASS	Biomass	BIOMASS@c				mnx:BIOMASS
MAM00001	(-)-trans-carveol	MAM00001c;MAM00001e	C10H16O		0	CHEBI:15389;biggM:carveol;keggC:C00964;mnx:MNXM45735;vmhmetabolite:carveol
MAM00002	(+)-alpha-pinene	MAM00002c;MAM00002e	C10H16		0	CHEBI:36740;biggM:appnn;hmdb:HMDB06525;keggC:C09880;mnx:MNXM163755;pubchem:6654;vmhmetabolite:appnn
MAM00003	(10Z)-heptadecenoic acid	MAM00003c;MAM00003e;MAM00003l;MAM00003r	C17H31O2		-1	CHEBI:78990;lipidmapsM:LMFA01030283;mnx:MNXM150165;mnx:MNXM27815;vmhmetabolite:M00003
MAM00004	(10Z)-heptadecenoyl-CoA	MAM00004c;MAM00004m;MAM00004r	C38H62N7O17P3S		-4	mnx:MNXM148601;vmhmetabolite:M00004
MAM00005	(11R)-HPETE	MAM00005c	C20H31O4		-1	CHEBI:34127;lipidmapsM:LMFA03060071;mnx:MNXM9658;vmhmetabolite:M00005
MAM00006	(11Z)-docosenoyl-CoA	MAM00006c;MAM00006m;MAM00006r	C43H72N7O17P3S		-4	vmhmetabolite:M00006
MAM00007	(11Z)-eicosenoyl-CoA	MAM00007c;MAM00007m;MAM00007r;MAM00007x	C41H68N7O17P3S		-4	CHEBI:74069;lipidmapsM:LMFA07050056;mnx:MNXM11852;vmhmetabolite:CE5151
MAM00008	(11Z,14Z)-eicosadienoic acid	MAM00008c;MAM00008e;MAM00008l;MAM00008r	C20H35O2		-1	CHEBI:77220;keggC:C16525;lipidmapsM:LMFA01030130;mnx:MNXM11473;vmhmetabolite:M00008
MAM00009	(11Z,14Z)-eicosadienoyl-CoA	MAM00009c;MAM00009m;MAM00009r	C41H66N7O17P3S		-4	CHEBI:76410;keggC:C16180;lipidmapsM:LMFA07050036;mnx:MNXM167435;mnx:MNXM6496;vmhmetabolite:CE4843
MAM00010	(11Z,14Z,17Z)-eicosatrienoic acid	MAM00010c;MAM00010e;MAM00010l;MAM00010r	C20H33O2		-1	CHEBI:53460;keggC:C16522;lipidmapsM:LMFA01030378;mnx:MNXM8271;vmhmetabolite:M00010
MAM00011	(11Z,14Z,17Z)-eicosatrienoylcarnitine	MAM00011c;MAM00011m;MAM00011r	C27H47NO4		0	vmhmetabolite:M00011
MAM00012	(11Z,14Z,17Z)-eicosatrienoyl-CoA	MAM00012c;MAM00012m;MAM00012r	C41H64N7O17P3S		-4	CHEBI:74328;keggC:C16179;lipidmapsM:LMFA07050044;mnx:MNXM162872;mnx:MNXM6497;vmhmetabolite:M00012
MAM00013	(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate	MAM00013c	C20H31O5		-1	CHEBI:15548;biggM:prostg1;hmdb:HMDB01320;keggC:C04654;mnx:MNXM168925;mnx:MNXM3139;pubchem:5280710;vmhmetabolite:prostg1
MAM00014	(13E)-tetranor-16-carboxy-LTE4	MAM00014x	C19H25NO7S		-2	CHEBI:74057;mnx:MNXM150224;pubchem:53481472;vmhmetabolite:CE6229
MAM00015	(13E)-tetranor-16-oxo-16-CoA-LTE4	MAM00015x	C40H56N8O22P3S2		-5	mnx:MNXM33354;pubchem:53481473;vmhmetabolite:CE6228
MAM00016	(13Z)-docosenoyl-CoA	MAM00016c;MAM00016m;MAM00016r;MAM00016x	C43H72N7O17P3S		-4	keggC:C16531;lipidmapsM:LMFA07050057;mnx:MNXM11430;mnx:MNXM162947;vmhmetabolite:CE5155
MAM00017	(13Z)-eicosenoic acid	MAM00017c;MAM00017e;MAM00017l;MAM00017r	C20H37O2		-1	CHEBI:134479;lipidmapsM:LMFA01030367;mnx:MNXM24465;mnx:MNXM27114;vmhmetabolite:M00017
MAM00018	(13Z)-eicosenoyl-CoA	MAM00018c;MAM00018m;MAM00018r;MAM00018x	C41H68N7O17P3S		-4	CHEBI:76563;mnx:MNXM146661;vmhmetabolite:M00018
MAM00019	(13Z)-octadecenoic acid	MAM00019c;MAM00019e;MAM00019l;MAM00019r	C18H33O2		-1	CHEBI:82618;lipidmapsM:LMFA01030290;mnx:MNXM29438;mnx:MNXM33770;vmhmetabolite:M00019
MAM00020	(13Z)-octadecenoyl-CoA	MAM00020c;MAM00020m;MAM00020r	C39H64N7O17P3S		-4	vmhmetabolite:M00020
MAM00021	(13Z,16Z)-docosadienoic acid	MAM00021c;MAM00021e;MAM00021l;MAM00021r	C22H39O2		-1	CHEBI:77806;keggC:C16533;lipidmapsM:LMFA01030405;mnx:MNXM9691;vmhmetabolite:M00021
MAM00022	(13Z,16Z)-docosadienoylcarnitine	MAM00022c;MAM00022m;MAM00022r	C29H52NO4		-1	CHEBI:73120;mnx:MNXM149276;vmhmetabolite:M00022
MAM00023	(13Z,16Z)-docosadienoyl-CoA	MAM00023c;MAM00023m;MAM00023r	C43H70N7O17P3S		-4	keggC:C16645;lipidmapsM:LMFA07050037;mnx:MNXM9382;vmhmetabolite:M00023
MAM00024	(15Z)-tetracosenoylcarnitine	MAM00024c;MAM00024m;MAM00024r	C31H59NO4		0	biggM:nrvnccrn;mnx:MNXM8942;vmhmetabolite:nrvnccrn
MAM00025	(15Z)-tetracosenoyl-CoA	MAM00025c;MAM00025m;MAM00025r;MAM00025x	C45H76N7O17P3S		-4	biggM:nrvnccoa;keggC:C16532;lipidmapsM:LMFA07050058;mnx:MNXM13000;mnx:MNXM5851;pubchem:24892792;vmhmetabolite:nrvnccoa
MAM00026	(18E)-20-oxo-20-CoA-LTB4	MAM00026m;MAM00026x	C41H57N7O21P3S		-5	mnx:MNXM33779;vmhmetabolite:CE6186
MAM00027	(18E)-20-oxo-20-CoA-LTE4	MAM00027x	C44H62N8O22P3S2		-5	mnx:MNXM33780;pubchem:53481494;vmhmetabolite:CE6191
MAM00028	(18R)-HEPE	MAM00028c;MAM00028e;MAM00028n	C20H29O3		-1	CHEBI:81563;mnx:MNXM33782;pubchem:16061126;vmhmetabolite:CE7090
MAM00029	(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic acid	MAM00029c	C20H29O3		-1	CHEBI:81563;lipidmapsM:LMFA03070025;mnx:MNXM33782;pubchem:16061126;vmhmetabolite:CE7090
MAM00030	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol	MAM00030c	C20H18O3		0	CHEBI:82558;keggC:C19559;mnx:MNXM13488;vmhmetabolite:M00030
MAM00031	(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene	MAM00031c	C20H23N3O7S		-2	CHEBI:33995;keggC:C14791;mnx:MNXM6499;vmhmetabolite:M00031
MAM00032	(1R,2S)-naphthalene 1,2-oxide	MAM00032c;MAM00032e	C10H8O		0	CHEBI:33998;biggM:onpthl;keggC:C14786;mnx:MNXM12425;mnx:MNXM3390;pubchem:108063;vmhmetabolite:onpthl
MAM00033	(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene	MAM00033c	C20H23N3O7S		-2	CHEBI:34000;keggC:C14792;mnx:MNXM6503;vmhmetabolite:M00033
