#MetaNetX/TSV/chemicals.tsv 1.1
#ID    name    source    formula    mass    charge    xrefs
BIOMASS	BIOMASS	BIOMASS@c				mnx:BIOMASS;BIOMASS;seed.compound:cpd11416;seedM:M_cpd11416;seedM:cpd11416
MNXM01	PMF		H	1.00794	1	mnx:PMF;MNXM01
MNXM1	H(+)	M_h_c;M_h_e;M_h_p	H	1.00794	1	mnx:PROTON;CHEBI:15378;CHEBI:24636;CHEBI:29233;CHEBI:29234;MNXM1;bigg.metabolite:h;biggM:M_h;biggM:h;chebi:10744;chebi:13357;chebi:15378;chebi:24636;chebi:29233;chebi:29234;chebi:5584;hmdb:HMDB0059597;hmdb:HMDB59597;kegg.compound:C00080;keggC:C00080;keggC:M_C00080;metacyc.compound:PROTON;metacycM:PROTON;reactome:R-ALL-1132304;reactome:R-ALL-113529;reactome:R-ALL-1470067;reactome:R-ALL-156540;reactome:R-ALL-1614597;reactome:R-ALL-163953;reactome:R-ALL-193465;reactome:R-ALL-194688;reactome:R-ALL-2000349;reactome:R-ALL-2429673;reactome:R-ALL-2872447;reactome:R-ALL-351626;reactome:R-ALL-372511;reactome:R-ALL-374900;reactome:R-ALL-425969;reactome:R-ALL-425978;reactome:R-ALL-425999;reactome:R-ALL-427899;reactome:R-ALL-428040;reactome:R-ALL-428548;reactome:R-ALL-5228597;reactome:R-ALL-5244410;reactome:R-ALL-5668577;reactome:R-ALL-70106;reactome:R-ALL-74722;reactomeM:R-ALL-1132304;reactomeM:R-ALL-113529;reactomeM:R-ALL-1470067;reactomeM:R-ALL-156540;reactomeM:R-ALL-1614597;reactomeM:R-ALL-163953;reactomeM:R-ALL-193465;reactomeM:R-ALL-194688;reactomeM:R-ALL-2000349;reactomeM:R-ALL-2429673;reactomeM:R-ALL-2872447;reactomeM:R-ALL-351626;reactomeM:R-ALL-372511;reactomeM:R-ALL-374900;reactomeM:R-ALL-425969;reactomeM:R-ALL-425978;reactomeM:R-ALL-425999;reactomeM:R-ALL-427899;reactomeM:R-ALL-428040;reactomeM:R-ALL-428548;reactomeM:R-ALL-5228597;reactomeM:R-ALL-5244410;reactomeM:R-ALL-5668577;reactomeM:R-ALL-70106;reactomeM:R-ALL-74722;sabiork.compound:39;sabiorkM:39;seed.compound:cpd00067;seedM:M_cpd00067;seedM:cpd00067
MNXM10	NADH	M_nadh_c	C21H27N7O14P2	663.11022	-2	chebi:57945;CHEBI:16908;CHEBI:57945;bigg.metabolite:nadh;biggM:M_nadh;biggM:nadh;chebi:13395;chebi:13396;chebi:16908;chebi:21902;chebi:44216;chebi:7423;hmdb:HMDB0001487;hmdb:HMDB01487;kegg.compound:C00004;keggC:C00004;keggC:M_C00004;metacyc.compound:NADH;metacycM:NADH;reactome:R-ALL-192305;reactome:R-ALL-194697;reactome:R-ALL-29362;reactome:R-ALL-73473;reactomeM:R-ALL-192305;reactomeM:R-ALL-194697;reactomeM:R-ALL-29362;reactomeM:R-ALL-73473;sabiork.compound:38;sabiorkM:38;seed.compound:cpd00004;seedM:M_cpd00004;seedM:cpd00004
MNXM100	(2E)-geranyl diphosphate	M_grdp_c	C10H17O7P2	311.04660	-3	chebi:58057;CHEBI:17211;CHEBI:58057;SLM:000000305;bigg.metabolite:grdp;biggM:M_grdp;biggM:grdp;chebi:14299;chebi:17211;chebi:24223;chebi:42877;chebi:5332;hmdb:HMDB0001285;hmdb:HMDB0001560;hmdb:HMDB0002239;hmdb:HMDB0006506;hmdb:HMDB01285;hmdb:HMDB01560;hmdb:HMDB02239;hmdb:HMDB06506;kegg.compound:C00341;keggC:C00341;keggC:M_C00341;lipidmaps:LMPR0102010001;lipidmapsM:LMPR0102010001;metacyc.compound:GERANYL-PP;metacycM:GERANYL-PP;reactome:R-ALL-191409;reactomeM:R-ALL-191409;sabiork.compound:1846;sabiork.compound:5050;sabiorkM:1846;sabiorkM:5050;seed.compound:cpd00283;seed.compound:cpd03476;seedM:M_cpd00283;seedM:M_cpd03476;seedM:cpd00283;seedM:cpd03476;slm:000000305
MNXM1017	butanal	M_btal_c	C4H8O	72.05751	0	chebi:15743;CHEBI:15743;SLM:000390231;bigg.metabolite:btal;biggM:M_btal;biggM:btal;chebi:13923;chebi:22938;chebi:3233;envipath:650babc9-9d68-4b73-9332-11972ca26f7b/compound/242f8a4e-2a91-4c5f-a129-d044d115b969;envipathM:650babc9-9d68-4b73-9332-11972ca26f7b/compound/242f8a4e-2a91-4c5f-a129-d044d115b969;hmdb:HMDB0003543;hmdb:HMDB03543;kegg.compound:C01412;keggC:C01412;keggC:M_C01412;metacyc.compound:BUTANAL;metacycM:BUTANAL;sabiork.compound:2281;sabiorkM:2281;seed.compound:cpd01011;seedM:M_cpd01011;seedM:cpd01011;slm:000390231
MNXM1020	(4R,5S)-dethiobiotin	M_dtbt_c	C10H17N2O3	213.12447	-1	chebi:149473;CHEBI:149473;CHEBI:16691;CHEBI:42280;CHEBI:57861;bigg.metabolite:dtbt;biggM:M_dtbt;biggM:dtbt;chebi:14132;chebi:16691;chebi:23649;chebi:36990;chebi:42279;chebi:42280;chebi:4457;chebi:57861;hmdb:HMDB0003581;hmdb:HMDB03581;kegg.compound:C01909;keggC:C01909;keggC:M_C01909;metacyc.compound:DETHIOBIOTIN;metacycM:DETHIOBIOTIN;sabiork.compound:5879;sabiorkM:5879;seed.compound:cpd01311;seedM:M_cpd01311;seedM:cpd01311
MNXM1043	decanoate	M_dca_c;M_dca_e;M_dca_p	C10H19O2	171.13905	-1	chebi:27689;CHEBI:27689;CHEBI:30813;SLM:000000855;bigg.metabolite:dca;biggM:M_dca;biggM:dca;chebi:125804;chebi:23570;chebi:23572;chebi:30813;chebi:41906;chebi:4347;hmdb:HMDB0000511;hmdb:HMDB00511;kegg.compound:C01571;keggC:C01571;keggC:M_C01571;lipidmaps:LMFA01010010;lipidmapsM:LMFA01010010;metacyc.compound:CPD-3617;metacycM:CPD-3617;reactome:R-ALL-422019;reactome:R-ALL-879581;reactome:R-ALL-879620;reactomeM:R-ALL-422019;reactomeM:R-ALL-879581;reactomeM:R-ALL-879620;sabiork.compound:2296;sabiorkM:2296;seed.compound:cpd01107;seedM:M_cpd01107;seedM:cpd01107;slm:000000855
MNXM1045	D-mannonate	M_mana_c	C6H11O7	195.05103	-1	chebi:17767;CHEBI:17767;CHEBI:33076;bigg.metabolite:mana;biggM:M_mana;biggM:mana;chebi:12998;chebi:21052;chebi:21053;chebi:33076;chebi:4206;chebi:49545;chebi:58654;kegg.compound:C00514;keggC:C00514;keggC:M_C00514;metacyc.compound:D-MANNONATE;metacycM:D-MANNONATE;seed.compound:cpd00403;seedM:M_cpd00403;seedM:cpd00403
MNXM1062	N-acetyl-L-glutamate 5-semialdehyde	M_acg5sa_c	C7H10NO4	172.06153	-1	chebi:29123;CHEBI:16319;CHEBI:29123;bigg.metabolite:acg5sa;biggM:M_acg5sa;biggM:acg5sa;chebi:11493;chebi:12461;chebi:12577;chebi:16319;chebi:21551;chebi:7152;hmdb:HMDB0006488;hmdb:HMDB06488;kegg.compound:C01250;keggC:C01250;keggC:M_C01250;metacyc.compound:CPD-469;metacycM:CPD-469;sabiork.compound:2267;sabiorkM:2267;seed.compound:cpd00918;seedM:M_cpd00918;seedM:cpd00918
